league,viz_week_index,week_start_date_utc,week_end_date_utc,game,network,avg_viewers_millions,source_url
NFL,1,1/6/2025,1/12/2025,Eagles at Packers (Wild Card),FOX,35.6,https://apnews.com/article/nfl-wild-card-ratings-adeb080b95aa8da761e80fa000e48090
NFL,2,1/13/2025,1/19/2025,Commanders at Lions (Divisional Playoff),FOX,33.6,https://www.sportsmediawatch.com/2025/01/commanders-lions-viewership-strong-down-double-digits/
NFL,3,1/20/2025,1/26/2025,Bills at Chiefs (Conference Championship),CBS,57.7,https://www.nytimes.com/athletic/6094872/2025/01/28/bills-chiefs-tv-ratings-afc-championship-cbs/
NFL,4,1/27/2025,2/2/2025,Awards,FOX,2.3,https://www.sportsmediawatch.com/2025/02/uconn-tennessee-ratings-usc-iowa-viewership-nfl-honors-nhl-unrivaled-tgl/
NFL,5,2/3/2025,2/9/2025,49ers vs. Chiefs (Super Bowl LVIII),FOX,127.7,https://www.nielsen.com/news-center/2025/super-bowl-lix-makes-tv-history-with-over-127-million-viewers/
NFL,6,2/12/2024,2/18/2024,,,0,
NFL,7,2/19/2024,2/25/2024,,,0,
NFL,8,2/26/2024,3/3/2024,,,0,
NFL,9,3/4/2024,3/10/2024,,,0,
NFL,10,3/11/2024,3/17/2024,,,0,
NFL,11,3/18/2024,3/24/2024,,,0,
NFL,12,3/25/2024,3/31/2024,,,0,
NFL,13,4/1/2024,4/7/2024,,,0,
NFL,14,4/8/2024,4/14/2024,,,0,
NFL,15,4/15/2024,4/21/2024,,,0,
NFL,16,4/22/2024,4/28/2024,Draft,ABC & ESPN,12.1,https://www.nfl.com/news/viewership-for-round-1-of-2024-nfl-draft-surpasses-2023
NFL,17,4/29/2024,5/5/2024,,,0,
NFL,18,5/6/2024,5/12/2024,,,0,
NFL,19,5/13/2024,5/19/2024,,,0,
NFL,20,5/20/2024,5/26/2024,,,0,
NFL,21,5/27/2024,6/2/2024,,,0,
NFL,22,6/3/2024,6/9/2024,,,0,
NFL,23,6/10/2024,6/16/2024,,,0,
NFL,24,6/17/2024,6/23/2024,,,0,
NFL,25,6/24/2024,6/30/2024,,,0,
NFL,26,7/1/2024,7/7/2024,,,0,
NFL,27,7/8/2024,7/14/2024,,,0,
NFL,28,7/15/2024,7/21/2024,,,0,
NFL,29,7/22/2024,7/28/2024,,,0,
NFL,30,7/29/2024,8/4/2024,,,0,
NFL,31,8/5/2024,8/11/2024,,,0,
NFL,32,8/12/2024,8/18/2024,,,0,
NFL,33,8/19/2024,8/25/2024,,,0,
NFL,34,8/26/2024,9/1/2024,,,0,
NFL,35,9/2/2024,9/8/2024,Ravens at Chiefs (W1),NBC,29,https://www.sportsmediawatch.com/2024/09/nfl-week-1-ratings-roundup/
NFL,36,9/9/2024,9/15/2024,Bengals at Chiefs (W2),CBS,27.87,https://deadline.com/2024/09/chiefs-bengals-nfl-week-2-ratings-1236094905/
NFL,37,9/16/2024,9/22/2024,Ravens at Cowboys (W3),FOX,27.29,https://www.sportsmediawatch.com/2024/09/nfl-week-3-ratings-ravens-cowboys-fox/
NFL,38,9/23/2024,9/29/2024,Chiefs at Chargers (W4),CBS,24.15,https://www.sportsmediawatch.com/2024/10/nfl-ratings-week-4-cbs-leads-despite-nielsen-feud/
NFL,39,9/30/2024,10/6/2024,Packers at Rams (W5),CBS,20.27,https://www.sportsmediawatch.com/2024/10/nfl-week-5-ratings-cbs-nbc-fox/
NFL,40,10/7/2024,10/13/2024,Lions at Cowboys (W6),FOX,24.06,https://https://frontofficesports.com/nfl-tv-ratings-down-in-week-6-as-chiefs-rest-cowboys-wilt/www.sportsmediawatch.com/2024/10/thursday-night-football-ratings-week-6-49ers-seahawks/
NFL,41,10/14/2024,10/20/2024,Chiefs at 49ers (W7),FOX,27.08,https://www.sportsmediawatch.com/2024/10/chiefs-49ers-super-bowl-rematch-ratings-fox-week-7-viewership/
NFL,42,10/21/2024,10/27/2024,Bears at Commanders (W8),CBS,24.89,https://www.sportsmediawatch.com/2024/10/bears-commanders-ratings-cbs-cowboys-49ers-nbc-week-8-viewership/
NFL,43,10/28/2024,11/3/2024,Bucaneers at Chiefs (W9),ABC & ESPN,20.6,"https://espnpressroom.com/us/press-releases/2024/11/more-than-20-million-viewers-for-monday-night-football-featuring-buccaneers-and-chiefs-in-overtime-thriller/#:~:text=6%3A,2024%20Monday%20Night%20Football%20Season."
NFL,44,11/4/2024,11/10/2024,Giants at Cowboys (W10),CBS,21.73,https://www.sportsmediawatch.com/2023/11/nfl-week-10-ratings-roundup-giants-cowboys-jets-raiders-viewership-mnf-cbs/
NFL,45,11/11/2024,11/17/2024,Chiefs at Bills (W11),CBS,31.2,https://www.usatoday.com/story/sports/nfl/2024/11/19/bills-vs-chiefs-nfl-tv-ratings/76433395007/
NFL,46,11/18/2024,11/24/2024,49ers at Packers (W12),FOX,25.19,https://www.sportsmediawatch.com/2024/11/monday-night-football-ratings-declines-nfl-week-12-viewership-fox-cbs/
NFL,47,11/25/2024,12/1/2024,Giants at Cowboys (W13 Thanksgiving),FOX,38.8,https://operations.nfl.com/updates/the-game/2024-thanksgiving-day-games-set-viewership-records/
NFL,48,12/2/2024,12/8/2024,Rams at Bills (W14),FOX,24,https://www.sportsmediawatch.com/2024/12/cowboys-bengals-mnf-most-watched-since-2001-simpsons-chiefs-chargers/
NFL,49,12/9/2024,12/15/2024,Bills at Lions (W15),CBS,23.3,https://barrettmedia.com/2024/12/18/week-15-nfl-late-window-draws-nearly-40-million-viewers-thanks-to-two-exhilarating-games/
NFL,50,12/16/2024,12/22/2024,Eagles at Commanders (W16),FOX,19.7,https://barrettmedia.com/2024/12/24/fox-sports-averages-19-7-million-viewers-for-nfl-week-16-singleheader/
NFL,51,12/23/2024,12/29/2024,Vikings at Packers (W17),NBC,24.3,https://www.sportsmediawatch.com/2016/01/sunday-night-football-ratings-highest-most-watched-season-vikings-packers-finale/
NFL,52,12/30/2024,1/5/2025,Viking at Lions (W18),NBC,25.77,https://www.sportsmediawatch.com/2025/01/nfl-week-18-ratings-lions-vikings-nbc-viewership-cbs-fox-doubleheader/
FBS,1,1/6/2025,1/12/2025,Ohio State vs. Texas (College Football Playoffs Semifinal),ESPN,20.6,"https://collegefootballplayoff.com/news/2025/4/22/25-26-bowl-sked.aspx#:~:text=The%20CFP%20Semifinals%20produced%20the,years%20(17.8M%20viewers)."
FBS,2,1/13/2025,1/19/2025,,,0,
FBS,3,1/20/2025,1/26/2025,Ohio State vs. Notre Dame (National Championship),ESPN,22.1,"https://collegefootballplayoff.com/news/2025/4/22/25-26-bowl-sked.aspx#:~:text=The%20CFP%20Semifinals%20produced%20the,years%20(17.8M%20viewers)."
FBS,4,1/29/2024,2/4/2024,,,0,
FBS,5,2/5/2024,2/11/2024,,,0,
FBS,6,2/12/2024,2/18/2024,,,0,
FBS,7,2/19/2024,2/25/2024,,,0,
FBS,8,2/26/2024,3/3/2024,,,0,
FBS,9,3/4/2024,3/10/2024,,,0,
FBS,10,3/11/2024,3/17/2024,,,0,
FBS,11,3/18/2024,3/24/2024,,,0,
FBS,12,3/25/2024,3/31/2024,,,0,
FBS,13,4/1/2024,4/7/2024,,,0,
FBS,14,4/8/2024,4/14/2024,,,0,
FBS,15,4/15/2024,4/21/2024,,,0,
FBS,16,4/22/2024,4/28/2024,,,0,
FBS,17,4/29/2024,5/5/2024,,,0,
FBS,18,5/6/2024,5/12/2024,,,0,
FBS,19,5/13/2024,5/19/2024,,,0,
FBS,20,5/20/2024,5/26/2024,,,0,
FBS,21,5/27/2024,6/2/2024,,,0,
FBS,22,6/3/2024,6/9/2024,,,0,
FBS,23,6/10/2024,6/16/2024,,,0,
FBS,24,6/17/2024,6/23/2024,,,0,
FBS,25,6/24/2024,6/30/2024,,,0,
FBS,26,7/1/2024,7/7/2024,,,0,
FBS,27,7/8/2024,7/14/2024,,,0,
FBS,28,7/15/2024,7/21/2024,,,0,
FBS,29,7/22/2024,7/28/2024,,,0,
FBS,30,7/29/2024,8/4/2024,,,0,
FBS,31,8/5/2024,8/11/2024,,,0,
FBS,32,8/12/2024,8/18/2024,,,0,
FBS,33,8/19/2024,8/25/2024,,,0,
FBS,34,8/26/2024,9/1/2024,Southern California at Louisiana State (W1),ABC,8.62,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,35,9/2/2024,9/8/2024,Texas at Michigan (W2),FOX,9.19,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,36,9/9/2024,9/15/2024,Kentucky at Georgia (W3),ABC,6.6,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,37,9/16/2024,9/22/2024,Southern California at Michigan (W4),CBS,6.32,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,38,9/23/2024,9/29/2024,Georgia at Alabama (W5),ABC,11.99,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,39,9/30/2024,10/6/2024,Tennessee at Arkansas (W6),ABC,5.29,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,40,10/7/2024,10/13/2024,Ohio State at Oregon (W7),NBC,9.6,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,41,10/14/2024,10/20/2024,Georgia at Texas (W8),ABC,13.19,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,42,10/21/2024,10/27/2024,Nebraska at Ohio State (W9),FOX,5.96,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,43,10/28/2024,11/3/2024,Ohio State at Penn State (W10),FOX,9.77,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,44,11/4/2024,11/10/2024,Alabama at Louisiana State (W11),ABC,7.9,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,45,11/11/2024,11/17/2024,Tennessee at Georgia (W12),ABC,9.96,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,46,11/18/2024,11/24/2024,Indiana at Ohio State (W13),FOX,9.32,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,47,11/25/2024,12/1/2024,Michigan at Ohio State (W14),FOX,12.3,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,48,12/2/2024,12/8/2024,Georgia vs. Texas (SEC Championship),ABC & ESPN,16.63,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,49,12/9/2024,12/15/2024,Army vs. Navy,CBS,9.4,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,50,12/16/2024,12/22/2024,Tennessee at Ohio State (College Football Playoffs R1),ABC & ESPN,14.68,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,51,12/23/2024,12/29/2024,Brigham Young at Colorado (Bowls),ABC,8,https://www.sportsmediawatch.com/college-football-tv-ratings/
FBS,52,12/30/2024,1/5/2025,Ohio State vs. Oregon (College Football Playoffs R2),ESPN,21.09,https://www.sportsmediawatch.com/college-football-tv-ratings/
NBA,1,1/6/2025,1/12/2025,ESTIMATE (RS),ESPN,2,ESPN platforms (live broadcasts and streaming across ESPN networks) averaged 1.959 million viewers through the first 34 games of the season (https://espnpressroom.com/us/press-releases/2024/12/viewership-update-nba-on-espn-platforms-up-five-percent-from-last-year/)
NBA,2,1/13/2025,1/19/2025,ESTIMATE (RS),ESPN,2,ESPN platforms (live broadcasts and streaming across ESPN networks) averaged 1.959 million viewers through the first 34 games of the season (https://espnpressroom.com/us/press-releases/2024/12/viewership-update-nba-on-espn-platforms-up-five-percent-from-last-year/)
NBA,3,1/20/2025,1/26/2025,Lakers at Warriors (RS),ABC & ESPN,3.05,https://www.sportsmediawatch.com/2025/01/lakers-warriors-viewership-abc-tripleheader/
NBA,4,1/27/2025,2/2/2025,Lakers at Knicks (RS),ABC & ESPN,2.51,https://programminginsider.com/saturday-ratings-abc-and-the-los-angeles-lakers-win-on-the-night/
NBA,5,2/3/2025,2/9/2025,Celtics at Knicks (RS),ABC & ESPN,2.28,https://programminginsider.com/saturday-ratings-sports-lift-three-disney-owned-networks-to-lead-key-demos-in-prime-time/
NBA,6,2/10/2025,2/16/2025,All-Star Game,TNT,4.72,https://www.sportsmediawatch.com/2025/02/nba-all-star-viewership-decline-tnt/
NBA,7,2/17/2025,2/23/2025,Lakers at Nuggets (RS),ABC & ESPN,2.87,https://barrettmedia.com/2025/02/25/espn-nba-saturday-primetime-on-abc-averages-2-87-million-viewers-for-lakers-nuggets/
NBA,8,2/24/2025,3/2/2025,Warriors at 76ers (RS),ABC & ESPN,2.46,https://www.sportsmediawatch.com/2025/03/nba-ratings-mixed-weekend-contenders-pretenders/
NBA,9,3/3/2025,3/9/2025,Lakers at Celtics (RS),ABC & ESPN,4.61,"https://espnpressroom.com/us/press-releases/2025/03/nba-saturday-primetime-on-abc-boston-celtics-victory-over-los-angeles-lakers-was-most-watched-nba-regular-season-game-across-any-platform-in-seven-years-excluding-christmas/#:~:text=ESPN's%20coverage%20of%20the%20Boston,since%202018%20(excluding%20Christmas)"
NBA,10,3/10/2025,3/16/2025,Knicks at Warriors (RS),ABC & ESPN,2.73,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,11,3/17/2025,3/23/2025,Nuggets at Warriors (RS),ABC & ESPN,1.44,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,12,3/24/2025,3/30/2025,Lakers at Pacer (RS),ABC & ESPN,1.45,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,13,3/31/2025,4/6/2025,Warriors at Lakers (RS),TNT,2.5,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,14,4/7/2025,4/13/2025,Lakers at Mavericks (RS),ABC & ESPN,2.26,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,15,4/14/2025,4/20/2025,Magic at Celtics (R1 G1),ABC & ESPN,6.69,https://www.nba.com/news/2025-nba-playoffs-opening-weekend-delivers-most-watched-in-25-years
NBA,16,4/21/2025,4/27/2025,Lakers at Timberwoles (R1 G4),ABC & ESPN,7.345,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,17,4/28/2025,5/4/2025,Warriors at Rockets (R1 G7),TNT,6.6,https://www.reuters.com/sports/warriors-game-7-win-drives-big-numbers-surging-nba-ratings-2025-05-07/
NBA,18,5/5/2025,5/11/2025,Timberwolves at Warriors (R2 G3),ABC & ESPN,6.57,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,19,5/12/2025,5/18/2025,Nuggets at Thunder (R2 G7),ABC & ESPN,6.34,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,20,5/19/2025,5/25/2025,Knicks at Pacers (CF G3),TNT,7.1,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,21,5/26/2025,6/1/2025,Knicks at Pacers (CF G6),TNT,8.12,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,22,6/2/2025,6/8/2025,Pacers at Thunder (Finals G1),ABC & ESPN,8.91,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,23,6/9/2025,6/15/2025,Thunder at Pacers (Finals G3),ABC & ESPN,9.19,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NBA&smwnf_date=&smwnf_search=
NBA,24,6/16/2025,6/22/2025,Pacers at Thunder (Finals G7),ABC & ESPN,16.53,https://apnews.com/article/nba-finals-thunder-pacers-e88c6aa9454a0978b36963c9f04221db
NBA,25,6/24/2024,6/30/2024,Draft,ABC & ESPN,4.41,https://www.sportsmediawatch.com/2024/06/nba-draft-ratings-opening-round-abc-espn-viewership/
NBA,26,7/1/2024,7/7/2024,,,0,
NBA,27,7/8/2024,7/14/2024,,,0,
NBA,28,7/15/2024,7/21/2024,,,0,
NBA,29,7/22/2024,7/28/2024,,,0,
NBA,30,7/29/2024,8/4/2024,,,0,
NBA,31,8/5/2024,8/11/2024,,,0,
NBA,32,8/12/2024,8/18/2024,,,0,
NBA,33,8/19/2024,8/25/2024,,,0,
NBA,34,8/26/2024,9/1/2024,,,0,
NBA,35,9/2/2024,9/8/2024,,,0,
NBA,36,9/9/2024,9/15/2024,,,0,
NBA,37,9/16/2024,9/22/2024,,,0,
NBA,38,9/23/2024,9/29/2024,,,0,
NBA,39,9/30/2024,10/6/2024,,,0,
NBA,40,10/7/2024,10/13/2024,,,0,
NBA,41,10/14/2024,10/20/2024,,,0,
NBA,42,10/21/2024,10/27/2024,Knicks at Celtics (RS),TNT,3.01,https://www.sportsmediawatch.com/2024/10/nba-opening-night-ratings-tnt-knicks-celtics-lakers-wolves/
NBA,43,10/28/2024,11/3/2024,ESTIMATE (RS),ESPN,2,ESPN platforms (live broadcasts and streaming across ESPN networks) averaged 1.959 million viewers through the first 34 games of the season (https://espnpressroom.com/us/press-releases/2024/12/viewership-update-nba-on-espn-platforms-up-five-percent-from-last-year/)
NBA,44,11/4/2024,11/10/2024,Warriors at Celtics (RS),ABC & ESPN,2.14,https://www.sportsmediawatch.com/2024/11/stephen-curry-national-tv-debut-boosts-nba-early-season-slump/
NBA,45,11/11/2024,11/17/2024,ESTIMATE (RS),ESPN,2,ESPN platforms (live broadcasts and streaming across ESPN networks) averaged 1.959 million viewers through the first 34 games of the season (https://espnpressroom.com/us/press-releases/2024/12/viewership-update-nba-on-espn-platforms-up-five-percent-from-last-year/)
NBA,46,11/18/2024,11/24/2024,Cavaliers at Celtics (RS),TNT,1.94,https://frontofficesports.com/cavs-vs-celtics-draws-big-tv-numbers-in-nba-cup-showdown/
NBA,47,11/25/2024,12/1/2024,ESTIMATE (RS),ESPN,2,ESPN platforms (live broadcasts and streaming across ESPN networks) averaged 1.959 million viewers through the first 34 games of the season (https://espnpressroom.com/us/press-releases/2024/12/viewership-update-nba-on-espn-platforms-up-five-percent-from-last-year/)
NBA,48,12/2/2024,12/8/2024,ESTIMATE (RS),ESPN,2,ESPN platforms (live broadcasts and streaming across ESPN networks) averaged 1.959 million viewers through the first 34 games of the season (https://espnpressroom.com/us/press-releases/2024/12/viewership-update-nba-on-espn-platforms-up-five-percent-from-last-year/)
NBA,49,12/9/2024,12/15/2024,ESTIMATE (RS),ESPN,2,ESPN platforms (live broadcasts and streaming across ESPN networks) averaged 1.959 million viewers through the first 34 games of the season (https://espnpressroom.com/us/press-releases/2024/12/viewership-update-nba-on-espn-platforms-up-five-percent-from-last-year/)
NBA,50,12/16/2024,12/22/2024,Bucks at Thunder (Tournament Championship),ABC & ESPN,2.99,https://www.sportsmediawatch.com/2024/12/nba-cup-ratings-bucks-thunder-viewership-decline-second-largest-season/
NBA,51,12/23/2024,12/29/2024,Lakers at Warriors (Christmas),ABC & ESPN,7.91,https://www.nytimes.com/athletic/6543145/2025/08/08/nba-christmas-day-games-schedule-lakers-knicks-warriors/
NBA,52,12/30/2024,1/5/2025,ESTIMATE (RS),ESPN,2,ESPN platforms (live broadcasts and streaming across ESPN networks) averaged 1.959 million viewers through the first 34 games of the season (https://espnpressroom.com/us/press-releases/2024/12/viewership-update-nba-on-espn-platforms-up-five-percent-from-last-year/)
CBB,1,1/6/2025,1/12/2025,Alabama at Texas (RS),ESPN,1.3,https://ustvdb.com/networks/espn/shows/college-basketball-regular-season/
CBB,2,1/13/2025,1/19/2025,Alabama at Kentucky (RS),ESPN,1.6,https://ustvdb.com/networks/espn/shows/college-basketball-regular-season/
CBB,3,1/20/2025,1/26/2025,Tennessee at Auburn (RS),ESPN,1.7,https://ustvdb.com/networks/espn/shows/college-basketball-regular-season/
CBB,4,1/27/2025,2/2/2025,North Carolina at Duke (RS),ESPN,2.3,https://espnpressroom.com/us/press-releases/2025/03/espns-presentation-of-mens-college-basketball-finishes-regular-season-up-year-over-year-across-espn-platforms/
CBB,5,2/3/2025,2/9/2025,Duke at Clemson (RS),ESPN,2.1,https://espnpressroom.com/us/press-releases/2025/03/espns-presentation-of-mens-college-basketball-finishes-regular-season-up-year-over-year-across-espn-platforms/
CBB,6,2/10/2025,2/16/2025,Auburn at Alabama (RS),ESPN,2.76,https://www.sportsmediawatch.com/2025/03/college-basketball-championship-week-viewership-strong/
CBB,7,2/17/2025,2/23/2025,Kentucky at Alabama (RS),ESPN,2.17,https://espnpressroom.com/us/press-releases/2025/03/espns-presentation-of-mens-college-basketball-finishes-regular-season-up-year-over-year-across-espn-platforms/
CBB,8,2/24/2025,3/2/2025,Alabama at Tennessee (RS),ESPN,1.97,https://espnpressroom.com/us/press-releases/2025/03/espns-presentation-of-mens-college-basketball-finishes-regular-season-up-year-over-year-across-espn-platforms/
CBB,9,3/3/2025,3/9/2025,Duke at North Carolina (RS),ESPN,3,https://www.sportsmediawatch.com/2025/03/college-basketball-championship-week-viewership-strong/
CBB,10,3/10/2025,3/16/2025,Wisconsin at Michigan (B10 Championship),CBS,4.53,https://www.sportsmediawatch.com/2025/03/college-basketball-championship-week-viewership-strong/
CBB,11,3/17/2025,3/23/2025,Kentucky at Illinois (R32),CBS,15.3,March Madness TV Ratings Surge to 32-Year High
CBB,12,3/24/2025,3/30/2025,Michigan State at Auburn (Elite Eight),CBS,11.7,https://www.reuters.com/sports/ncaa-tournaments-sunday-elite-eight-flops-with-tv-viewers-2025-04-01/
CBB,13,3/31/2025,4/6/2025,Duke vs. Houston (Final Four),CBS,16.3,https://www.hollywoodreporter.com/tv/tv-news/2025-mens-final-four-tv-ratings-1236182948/
CBB,14,4/7/2025,4/13/2025,Florida vs. Houston (National Championship),CBS,18.1,https://www.ncaa.org/news/2025/4/11/media-center-record-crowds-rising-ratings-and-resurgent-champions-highlight-2025-ncaa-basketball-championships.aspx
CBB,15,4/15/2024,4/21/2024,,,0,
CBB,16,4/22/2024,4/28/2024,,,0,
CBB,17,4/29/2024,5/5/2024,,,0,
CBB,18,5/6/2024,5/12/2024,,,0,
CBB,19,5/13/2024,5/19/2024,,,0,
CBB,20,5/20/2024,5/26/2024,,,0,
CBB,21,5/27/2024,6/2/2024,,,0,
CBB,22,6/3/2024,6/9/2024,,,0,
CBB,23,6/10/2024,6/16/2024,,,0,
CBB,24,6/17/2024,6/23/2024,,,0,
CBB,25,6/24/2024,6/30/2024,,,0,
CBB,26,7/1/2024,7/7/2024,,,0,
CBB,27,7/8/2024,7/14/2024,,,0,
CBB,28,7/15/2024,7/21/2024,,,0,
CBB,29,7/22/2024,7/28/2024,,,0,
CBB,30,7/29/2024,8/4/2024,,,0,
CBB,31,8/5/2024,8/11/2024,,,0,
CBB,32,8/12/2024,8/18/2024,,,0,
CBB,33,8/19/2024,8/25/2024,,,0,
CBB,34,8/26/2024,9/1/2024,,,0,
CBB,35,9/2/2024,9/8/2024,,,0,
CBB,36,9/9/2024,9/15/2024,,,0,
CBB,37,9/16/2024,9/22/2024,,,0,
CBB,38,9/23/2024,9/29/2024,,,0,
CBB,39,9/30/2024,10/6/2024,,,0,
CBB,40,10/7/2024,10/13/2024,,,0,
CBB,41,10/14/2024,10/20/2024,,,0,
CBB,42,10/21/2024,10/27/2024,,,0,
CBB,43,10/28/2024,11/3/2024,,,0,
CBB,44,11/4/2024,11/10/2024,ESTIMATE (RS),ESPN,1.4,https://www.sportsmediawatch.com/college-basketball-tv-ratings-men-women/
CBB,45,11/11/2024,11/17/2024,Duke at Kentucky,ESPN,1.84,https://espnpressroom.com/us/press-releases/2025/03/espns-presentation-of-mens-college-basketball-finishes-regular-season-up-year-over-year-across-espn-platforms/
CBB,46,11/18/2024,11/24/2024,ESTIMATE (RS),ESPN,1.4,https://www.sportsmediawatch.com/college-basketball-tv-ratings-men-women/
CBB,47,11/25/2024,12/1/2024,Illinois at Arkansas,CBS,5.17,https://www.sportsmediawatch.com/2025/03/college-basketball-championship-week-viewership-strong/
CBB,48,12/2/2024,12/8/2024,ESTIMATE (RS),ESPN,1.4,https://www.sportsmediawatch.com/college-basketball-tv-ratings-men-women/
CBB,49,12/9/2024,12/15/2024,ESTIMATE (RS),ESPN,1.4,https://www.sportsmediawatch.com/college-basketball-tv-ratings-men-women/
CBB,50,12/16/2024,12/22/2024,ESTIMATE (RS),ESPN,1.4,https://www.sportsmediawatch.com/college-basketball-tv-ratings-men-women/
CBB,51,12/23/2024,12/29/2024,ESTIMATE (RS),ESPN,0.7,https://www.sportsmediawatch.com/college-basketball-tv-ratings-men-women/
CBB,52,12/30/2024,1/5/2025,ESTIMATE (RS),ESPN,1.4,https://www.sportsmediawatch.com/college-basketball-tv-ratings-men-women/
MLB,1,1/1/2024,1/7/2024,,,0,
MLB,2,1/8/2024,1/14/2024,,,0,
MLB,3,1/15/2024,1/21/2024,,,0,
MLB,4,1/22/2024,1/28/2024,,,0,
MLB,5,1/29/2024,2/4/2024,,,0,
MLB,6,2/5/2024,2/11/2024,,,0,
MLB,7,2/12/2024,2/18/2024,,,0,
MLB,8,2/19/2024,2/25/2024,,,0,
MLB,9,2/26/2024,3/3/2024,,,0,
MLB,10,3/4/2024,3/10/2024,,,0,
MLB,11,3/11/2024,3/17/2024,,,0,
MLB,12,3/18/2024,3/24/2024,Dodgers at Padres,ESPN,0.387,https://espnpressroom.com/us/press-releases/2024/03/espns-audience-for-major-league-baseballs-seoul-series-coverage-up-46-percent-from-same-broadcast-window/
MLB,13,3/25/2024,3/31/2024,Yankees at Astros ,FOX,2.53,https://www.mlb.com/news/mlb-opens-2024-season-with-tv-mlb-tv-digital-media-gains
MLB,14,4/1/2024,4/7/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,15,4/8/2024,4/14/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,16,4/15/2024,4/21/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,17,4/22/2024,4/28/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,18,4/29/2024,5/5/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,19,5/6/2024,5/12/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,20,5/13/2024,5/19/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,21,5/20/2024,5/26/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,22,5/27/2024,6/2/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,23,6/3/2024,6/9/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
